,,avg down time per resource,aircraft,total down time,registration number,downs,total tail down time,avg tail down time,downed,upped,duration,downed reason,squawk,comments
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU57 N651BS,34,5902:26:00,173:36:00,8/20/2024 17:37,8/21/2024 11:46,18:09,downed by ETA,Engine,left mag rough running
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU57 N651BS,34,5902:26:00,173:36:00,9/10/2024 16:28,9/11/2024 10:57,18:29,downed by ETA,Engine,engine died on right mag check
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU57 N651BS,34,5902:26:00,173:36:00,10/10/2024 16:08,10/15/2024 14:45,118:37:00,downed by ETA,50 Hr Inspect,timed out
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU57 N651BS,34,5902:26:00,173:36:00,11/21/2024 11:07,11/21/2024 17:51,6:44,Squawk,,Worn glare shield and trim
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU57 N651BS,34,5902:26:00,173:36:00,11/26/2024 7:00,12/3/2024 9:00,170:00:00,Inspection,,411/413
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU57 N651BS,34,5902:26:00,173:36:00,12/3/2024 9:23,,3745:02:00,Squawk,,HOLD
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU58 N173WM,38,5212:57:00,137:11:00,8/24/2023 14:27,2/5/2024 8:24,3953:57:00,downed by ETA,Engine,engine change
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU58 N173WM,38,5212:57:00,137:11:00,3/1/2024 13:01,3/1/2024 15:13,2:12,downed by ETA,Engine,high rpm
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU58 N173WM,38,5212:57:00,137:11:00,2/5/2024 13:44,2/8/2024 8:42,66:58:00,downed by ETA,Other,mx flight
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU58 N173WM,38,5212:57:00,137:11:00,2/8/2024 11:19,2/8/2024 11:56,0:37,Squawk,,adjustments from mx flt
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU58 N173WM,38,5212:57:00,137:11:00,3/5/2024 11:15,3/6/2024 16:22,29:07:00,Inspection,,#1
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU58 N173WM,38,5212:57:00,137:11:00,3/22/2024 11:04,3/22/2024 15:02,3:58,Squawk,,L position light inop
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU58 N173WM,38,5212:57:00,137:11:00,3/28/2024 8:56,3/29/2024 8:44,23:48,downed by ETA,50 Hr Inspect,50 Hour Inspection
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU58 N173WM,38,5212:57:00,137:11:00,3/15/2024 10:59,3/15/2024 12:34,1:35,Squawk,,Alt 1 invalid annunciation
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU58 N173WM,38,5212:57:00,137:11:00,3/20/2024 15:45,3/21/2024 8:00,16:15,Squawk,,Activity reset?  RB involved?  Needs an actual meter check.
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU58 N173WM,38,5212:57:00,137:11:00,4/22/2024 23:59,4/25/2024 8:25,56:26:00,downed by ETA,Engine,Oil pressure fluctuating 60-17 psi
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU58 N173WM,38,5212:57:00,137:11:00,5/20/2024 17:06,5/21/2024 10:28,17:22,downed by ETA,Other,"alt 1 warning, battery not charging"
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU58 N173WM,38,5212:57:00,137:11:00,5/30/2024 9:57,5/30/2024 14:49,4:52,Squawk,Aircraft Malfunc,"Oil press down to 10 on climbout, happened twice doing pattern work"
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU58 N173WM,38,5212:57:00,137:11:00,4/18/2024 15:40,4/22/2024 14:55,95:15:00,downed by ETA,50 Hr Inspect,out of time
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU58 N173WM,38,5212:57:00,137:11:00,6/20/2024 13:44,6/22/2024 12:00,46:16:00,downed by ETA,50 Hr Inspect,Time
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU58 N173WM,38,5212:57:00,137:11:00,7/31/2024 12:12,8/1/2024 10:20,22:08,downed by ETA,Engine,Mag off
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU58 N173WM,38,5212:57:00,137:11:00,5/13/2024 16:45,5/14/2024 17:37,24:52:00,downed by ETA,50 Hr Inspect,Timed out
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU58 N173WM,38,5212:57:00,137:11:00,5/31/2024 11:34,6/6/2024 9:18,141:44:00,downed by ETA,50 Hr Inspect,Timed out
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU58 N173WM,38,5212:57:00,137:11:00,8/8/2024 17:37,8/10/2024 12:53,43:16:00,downed by ETA,50 Hr Inspect,Time
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU58 N173WM,38,5212:57:00,137:11:00,5/20/2024 6:09,5/20/2024 6:34,0:25,Squawk,,dead battery
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU58 N173WM,38,5212:57:00,137:11:00,5/30/2024 17:43,5/31/2024 7:04,13:21,downed by ETA,50 Hr Inspect,time
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU58 N173WM,38,5212:57:00,137:11:00,7/18/2024 6:31,7/19/2024 12:29,29:58:00,Inspection,,#5
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU58 N173WM,38,5212:57:00,137:11:00,8/1/2024 13:42,8/1/2024 13:47,0:05,Inspection,Avionics,replacing keyboard
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU58 N173WM,38,5212:57:00,137:11:00,6/22/2024 12:01,6/22/2024 13:52,1:51,Inspection,,mag cal
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU58 N173WM,38,5212:57:00,137:11:00,7/1/2024 13:17,7/2/2024 7:42,18:25,downed by ETA,Engine,engine roughness
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU58 N173WM,38,5212:57:00,137:11:00,7/11/2024 12:27,7/13/2024 9:53,45:26:00,Squawk,,R strobe inop
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU58 N173WM,38,5212:57:00,137:11:00,10/10/2024 10:22,10/10/2024 14:18,3:56,downed by ETA,Other,Student smelled smoke after turning on the heater
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU58 N173WM,38,5212:57:00,137:11:00,11/1/2024 18:49,11/2/2024 9:47,14:58,downed by ETA,Other,Bird strike
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU58 N173WM,38,5212:57:00,137:11:00,8/17/2024 9:29,8/17/2024 14:36,5:07,Squawk,,Inop strobe light
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU58 N173WM,38,5212:57:00,137:11:00,9/3/2024 18:48,9/6/2024 16:23,69:35:00,downed by ETA,50 Hr Inspect,time
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU58 N173WM,38,5212:57:00,137:11:00,8/22/2024 22:46,8/29/2024 11:43,156:57:00,downed by ETA,Engine,Erratic oil pressure indications
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU58 N173WM,38,5212:57:00,137:11:00,10/3/2024 15:52,10/3/2024 16:42,0:50,downed by ETA,Airframe,tail strike
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU58 N173WM,38,5212:57:00,137:11:00,10/5/2024 9:20,10/7/2024 10:35,49:15:00,downed by ETA,Engine,"Oil pressure dropped to about 20 psi on departure, fluctuated after"
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU58 N173WM,38,5212:57:00,137:11:00,11/7/2024 16:29,11/8/2024 15:49,23:20,downed by ETA,50 Hr Inspect,down for time
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU58 N173WM,38,5212:57:00,137:11:00,8/19/2024 12:19,8/19/2024 16:22,4:03,Squawk,Engine,engine roughness while advancing power
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU58 N173WM,38,5212:57:00,137:11:00,9/18/2024 17:10,9/23/2024 11:26,114:16:00,downed by ETA,50 Hr Inspect,Timed out
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU58 N173WM,38,5212:57:00,137:11:00,10/10/2024 16:36,10/12/2024 8:12,39:36:00,downed by ETA,50 Hr Inspect,Time
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU58 N173WM,38,5212:57:00,137:11:00,10/21/2024 15:26,10/21/2024 19:07,3:41,downed by ETA,Other,Flat spot left main
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,WMU58 N173WM,38,5212:57:00,137:11:00,12/9/2024 16:23,12/12/2024 11:37,67:14:00,downed by ETA,50 Hr Inspect,Timed out
01 January 2024 to 31 December 2024,Total Down Time:,267:33:00,SR-20,241062:35:00,Z TEST,1,49251:14:00,49251:14:00,9/25/2019 7:11,,49251:14:00,Squawk,,Demonstration Testing
